"id","Asset","realizedPL","date_closed","date_open","initialUnits","financing","dividendAdjustment","account_var","already_in_db","trade_col","Net_Profit"
"24477","BTC_USD",-9.0174,2025-10-14 21:18:45,2025-10-14 21:02:51,0.01,0,0,1,NA,"Long",-9.0174
"24507","BTC_USD",-8.975,2025-10-15 00:36:43,2025-10-14 22:02:45,0.01,0,0,1,NA,"Long",-8.975
"24533","BTC_USD",-9.1216,2025-10-14 23:58:46,2025-10-14 23:02:45,0.01,0,0,1,NA,"Long",-9.1216
"24561","BTC_USD",-8.95,2025-10-15 00:18:26,2025-10-15 00:03:16,0.01,0,0,1,NA,"Long",-8.95
"24591","BTC_USD",23.5128,2025-10-15 12:56:12,2025-10-15 01:03:06,0.01,-0.9177,0,1,NA,"Long",22.5951
"24611","BTC_USD",17.017,2025-10-15 12:56:08,2025-10-15 02:03:03,0.01,-0.9177,0,1,NA,"Long",16.0993
"24635","BTC_USD",-9.0046,2025-10-15 04:00:54,2025-10-15 03:02:40,0.01,0,0,1,NA,"Long",-9.0046
"24657","BTC_USD",10.2929,2025-10-15 12:56:05,2025-10-15 04:02:45,0.01,-0.9177,0,1,NA,"Long",9.3752
"24677","BTC_USD",-8.9869,2025-10-15 06:41:48,2025-10-15 05:02:37,0.01,0,0,1,NA,"Long",-8.9869
"24720","BTC_USD",-0.7481,2025-10-15 12:56:01,2025-10-15 07:02:41,0.01,-0.9177,0,1,NA,"Long",-1.6658
"24748","BTC_USD",-8.9689,2025-10-15 12:07:52,2025-10-15 11:02:53,0.01,0,0,1,NA,"Long",-8.9689
"24800","BTC_USD",-10.0066,2025-10-15 14:22:31,2025-10-15 13:02:51,0.01,0,0,1,NA,"Long",-10.0066
"24816","BTC_USD",-9.7658,2025-10-15 14:22:31,2025-10-15 14:03:08,0.01,0,0,1,NA,"Long",-9.7658
"24934","BTC_USD",21.9436,2025-10-15 19:31:15,2025-10-15 15:02:54,0.01,0,0,1,NA,"Long",21.9436
"24950","BTC_USD",13.2037,2025-10-15 19:31:11,2025-10-15 16:04:08,0.01,0,0,1,NA,"Long",13.2037
"24966","BTC_USD",14.3329,2025-10-15 19:31:07,2025-10-15 17:02:53,0.01,0,0,1,NA,"Long",14.3329
