"id","Asset","realizedPL","date_closed","date_open","initialUnits","financing","dividendAdjustment","account_var","already_in_db","Net_Profit"
"25737","NZD_USD",8.1927,2025-11-13 17:00:57,2025-11-13 10:55:29,-3999,0,0,3,NA,8.1927
"25741","USD_SEK",-4.8148,2025-11-13 17:00:54,2025-11-13 10:55:31,-2326,0,0,3,NA,-4.8148
"25781","USD_SEK",-0.5167,2025-11-13 18:06:17,2025-11-13 12:55:13,-2326,0,0,3,NA,-0.5167
"25797","USD_SEK",9.7318,2025-11-13 18:58:10,2025-11-13 13:57:46,-2326,0,0,3,NA,9.7318
"25845","USD_SEK",17.4107,2025-11-13 21:06:06,2025-11-13 15:53:41,-2326,0,0,3,NA,17.4107
"25867","USD_SEK",16.1348,2025-11-13 21:56:06,2025-11-13 16:55:36,-2326,0,0,3,NA,16.1348
"25887","USD_SEK",14.4369,2025-11-14 00:03:43,2025-11-13 17:58:56,-2326,0,0,3,NA,14.4369
"25947","NZD_USD",9.5929,2025-11-14 00:56:02,2025-11-13 19:55:23,-3999,0,0,3,NA,9.5929
"25951","USD_SEK",-8.1075,2025-11-14 00:36:42,2025-11-13 19:55:24,-2326,0,0,3,NA,-8.1075
"25965","NZD_USD",0.5465,2025-11-14 03:03:17,2025-11-13 20:57:20,-3999,0,0,3,NA,0.5465
"25969","USD_SEK",-8.0909,2025-11-13 22:50:00,2025-11-13 20:57:22,-2326,0,0,3,NA,-8.0909
"26011","GBP_CAD",-8.1521,2025-11-13 23:36:25,2025-11-13 22:04:44,-3054,0,0,3,NA,-8.1521
"26027","NZD_USD",-7.9756,2025-11-14 02:39:37,2025-11-13 22:54:44,-3999,0,0,3,NA,-7.9756
"26031","USD_SEK",11.365,2025-11-14 03:56:06,2025-11-13 22:54:46,-2326,0,0,3,NA,11.365
"26049","USD_SEK",-8.1319,2025-11-14 00:48:00,2025-11-13 23:58:29,-2326,0,0,3,NA,-8.1319
"26057","GBP_CAD",-8.2615,2025-11-14 02:29:20,2025-11-14 00:06:40,-3054,0,0,3,NA,-8.2615
"26087","USD_SEK",2.6136,2025-11-14 06:58:22,2025-11-14 01:56:27,-2326,0,0,3,NA,2.6136
"26091","GBP_CAD",-8.0309,2025-11-14 02:35:01,2025-11-14 02:05:38,-3054,0,0,3,NA,-8.0309
"26095","GBP_USD",-7.9643,2025-11-14 02:36:02,2025-11-14 02:05:39,-2472,0,0,3,NA,-7.9643
"26125","USD_SEK",-11.3597,2025-11-14 09:04:55,2025-11-14 02:58:03,-2326,-0.3315,0,3,NA,-11.6912
"26149","GBP_CAD",-8.0206,2025-11-14 05:00:34,2025-11-14 04:04:20,-3054,0,0,3,NA,-8.0206
"26153","GBP_USD",22.2185,2025-11-14 10:11:24,2025-11-14 04:04:22,-2472,-0.1416,0,3,NA,22.0769
"26169","NZD_USD",10.7207,2025-11-14 09:56:03,2025-11-14 04:49:00,-3999,0.0368,0,3,NA,10.7575
"26173","USD_SEK",-8.3194,2025-11-14 05:49:11,2025-11-14 04:49:02,-2326,0,0,3,NA,-8.3194
"26189","NZD_USD",-9.5386,2025-11-14 09:04:55,2025-11-14 05:55:28,-3999,0.0368,0,3,NA,-9.5018
